"ward_code","ward","district_code","district","province_code","province"
"10551","Xã Mỹ Hội Đông","60","Huyện Chợ Mới","3","An Giang"
"10552","Xã Long Điền A","60","Huyện Chợ Mới","3","An Giang"
"10553","Xã Tấn Mỹ","60","Huyện Chợ Mới","3","An Giang"
"10554","Xã Long Điền B","60","Huyện Chợ Mới","3","An Giang"
"10555","Xã Kiến Thành","60","Huyện Chợ Mới","3","An Giang"
"10556","Xã Mỹ Hiệp","60","Huyện Chợ Mới","3","An Giang"
"10557","Xã Mỹ An","60","Huyện Chợ Mới","3","An Giang"
"10558","Xã Nhơn Mỹ","60","Huyện Chợ Mới","3","An Giang"
"10559","Xã Long Giang","60","Huyện Chợ Mới","3","An Giang"
"10560","Xã Long Kiến","60","Huyện Chợ Mới","3","An Giang"
"10561","Xã Bình Phước Xuân","60","Huyện Chợ Mới","3","An Giang"
"10562","Xã An Thạnh Trung","60","Huyện Chợ Mới","3","An Giang"
"10563","Xã Hội An","60","Huyện Chợ Mới","3","An Giang"
"10564","Xã Hòa Bình","60","Huyện Chợ Mới","3","An Giang"
"10565","Xã Hòa An","60","Huyện Chợ Mới","3","An Giang"
"10566","Thị trấn Núi Sập","62","Huyện Thoại Sơn","3","An Giang"
"10567","Thị trấn Phú Hòa","62","Huyện Thoại Sơn","3","An Giang"
"10568","Thị Trấn Óc Eo","62","Huyện Thoại Sơn","3","An Giang"
"10569","Xã Tây Phú","62","Huyện Thoại Sơn","3","An Giang"
"10570","Xã An Bình","62","Huyện Thoại Sơn","3","An Giang"
"10571","Xã Vĩnh Phú","62","Huyện Thoại Sơn","3","An Giang"
"10572","Xã Vĩnh Trạch","62","Huyện Thoại Sơn","3","An Giang"
"10573","Xã Phú Thuận","62","Huyện Thoại Sơn","3","An Giang"
"10574","Xã Vĩnh Chánh","62","Huyện Thoại Sơn","3","An Giang"
"10575","Xã Định Mỹ","62","Huyện Thoại Sơn","3","An Giang"
"10576","Xã Định Thành","62","Huyện Thoại Sơn","3","An Giang"
"10577","Xã Mỹ Phú Đông","62","Huyện Thoại Sơn","3","An Giang"
"10578","Xã Vọng Đông","62","Huyện Thoại Sơn","3","An Giang"
"10579","Xã Vĩnh Khánh","62","Huyện Thoại Sơn","3","An Giang"
"10580","Xã Thoại Giang","62","Huyện Thoại Sơn","3","An Giang"
"10581","Xã Bình Thành","62","Huyện Thoại Sơn","3","An Giang"
"10582","Xã Vọng Thê","62","Huyện Thoại Sơn","3","An Giang"
"10583","Phường Vĩnh Thanh Vân","357","Thành phố Rạch Giá","33","Kiên Giang"
"10584","Phường Vĩnh Thanh","357","Thành phố Rạch Giá","33","Kiên Giang"
"10585","Phường Vĩnh Quang","357","Thành phố Rạch Giá","33","Kiên Giang"
"10586","Phường Vĩnh Hiệp","357","Thành phố Rạch Giá","33","Kiên Giang"
"10587","Phường Vĩnh Bảo","357","Thành phố Rạch Giá","33","Kiên Giang"
"10588","Phường Vĩnh Lạc","357","Thành phố Rạch Giá","33","Kiên Giang"
"10589","Phường An Hòa","357","Thành phố Rạch Giá","33","Kiên Giang"
"10590","Phường An Bình","357","Thành phố Rạch Giá","33","Kiên Giang"
"10591","Phường Rạch Sỏi","357","Thành phố Rạch Giá","33","Kiên Giang"
"10592","Phường Vĩnh Lợi","357","Thành phố Rạch Giá","33","Kiên Giang"
"10593","Phường Vĩnh Thông","357","Thành phố Rạch Giá","33","Kiên Giang"
"10594","Xã Phi Thông","357","Thành phố Rạch Giá","33","Kiên Giang"
"10595","Phường Tô Châu","358","Thành phố Hà Tiên","33","Kiên Giang"
"10596","Phường Đông Hồ","358","Thành phố Hà Tiên","33","Kiên Giang"
"10597","Phường Bình San","358","Thành phố Hà Tiên","33","Kiên Giang"
"10598","Phường Pháo Đài","358","Thành phố Hà Tiên","33","Kiên Giang"
"10599","Phường Mỹ Đức","358","Thành phố Hà Tiên","33","Kiên Giang"
"10600","Xã Tiên Hải","358","Thành phố Hà Tiên","33","Kiên Giang"
"10601","Xã Thuận Yên","358","Thành phố Hà Tiên","33","Kiên Giang"
"10602","Thị trấn Kiên Lương","366","Huyện Kiên Lương","33","Kiên Giang"
"10603","Xã Kiên Bình","366","Huyện Kiên Lương","33","Kiên Giang"
"10604","Xã Vĩnh Phú","371","Huyện Giang Thành","33","Kiên Giang"
"10605","Xã Vĩnh Điều","371","Huyện Giang Thành","33","Kiên Giang"
"10606","Xã Tân Khánh Hòa","371","Huyện Giang Thành","33","Kiên Giang"
"10607","Xã Phú Lợi","371","Huyện Giang Thành","33","Kiên Giang"
"10608","Xã Phú Mỹ","371","Huyện Giang Thành","33","Kiên Giang"
"10609","Xã Hòa Điền","366","Huyện Kiên Lương","33","Kiên Giang"
"10610","Xã Dương Hòa","366","Huyện Kiên Lương","33","Kiên Giang"
"10611","Xã Bình An","366","Huyện Kiên Lương","33","Kiên Giang"
"10612","Xã Bình Trị","366","Huyện Kiên Lương","33","Kiên Giang"
"10613","Xã Sơn Hải","366","Huyện Kiên Lương","33","Kiên Giang"
"10614","Xã Hòn Nghệ","366","Huyện Kiên Lương","33","Kiên Giang"
"10615","Thị trấn Hòn Đất","364","Huyện Hòn Đất","33","Kiên Giang"
"10616","Thị trấn Sóc Sơn","364","Huyện Hòn Đất","33","Kiên Giang"
"10617","Xã Bình Sơn","364","Huyện Hòn Đất","33","Kiên Giang"
"10618","Xã Bình Giang","364","Huyện Hòn Đất","33","Kiên Giang"
"10619","Xã Mỹ Thái","364","Huyện Hòn Đất","33","Kiên Giang"
"10620","Xã Nam Thái Sơn","364","Huyện Hòn Đất","33","Kiên Giang"
"10621","Xã Mỹ Hiệp Sơn","364","Huyện Hòn Đất","33","Kiên Giang"
"10622","Xã Sơn Kiên","364","Huyện Hòn Đất","33","Kiên Giang"
"10623","Xã Sơn Bình","364","Huyện Hòn Đất","33","Kiên Giang"
"10624","Xã Mỹ Thuận","364","Huyện Hòn Đất","33","Kiên Giang"
"10625","Xã Lình Huỳnh","364","Huyện Hòn Đất","33","Kiên Giang"
"10626","Xã Thổ Sơn","364","Huyện Hòn Đất","33","Kiên Giang"
"10627","Xã Mỹ Lâm","364","Huyện Hòn Đất","33","Kiên Giang"
"10628","Xã Mỹ Phước","364","Huyện Hòn Đất","33","Kiên Giang"
"10629","Thị trấn Tân Hiệp","368","Huyện Tân Hiệp","33","Kiên Giang"
"10630","Xã Tân Hội","368","Huyện Tân Hiệp","33","Kiên Giang"
"10631","Xã Tân Thành","368","Huyện Tân Hiệp","33","Kiên Giang"
"10632","Xã Tân Hiệp B","368","Huyện Tân Hiệp","33","Kiên Giang"
"10633","Xã Tân Hòa","368","Huyện Tân Hiệp","33","Kiên Giang"
"10634","Xã Thạnh Đông B","368","Huyện Tân Hiệp","33","Kiên Giang"
"10635","Xã Thạnh Đông","368","Huyện Tân Hiệp","33","Kiên Giang"
"10636","Xã Tân Hiệp A","368","Huyện Tân Hiệp","33","Kiên Giang"
"10637","Xã Tân An","368","Huyện Tân Hiệp","33","Kiên Giang"
"10638","Xã Thạnh Đông A","368","Huyện Tân Hiệp","33","Kiên Giang"
"10639","Xã Thạnh Trị","368","Huyện Tân Hiệp","33","Kiên Giang"
"10640","Thị trấn Minh Lương","361","Huyện Châu Thành","33","Kiên Giang"
"10641","Xã Mong Thọ A","361","Huyện Châu Thành","33","Kiên Giang"
"10642","Xã Mong Thọ B","361","Huyện Châu Thành","33","Kiên Giang"
"10643","Xã Mong Thọ","361","Huyện Châu Thành","33","Kiên Giang"
"10644","Xã Giục Tượng","361","Huyện Châu Thành","33","Kiên Giang"
"10645","Xã Vĩnh Hòa Hiệp","361","Huyện Châu Thành","33","Kiên Giang"
"10646","Xã Vĩnh Hòa Phú","361","Huyện Châu Thành","33","Kiên Giang"
"10647","Xã Minh Hòa","361","Huyện Châu Thành","33","Kiên Giang"
"10648","Xã Bình An","361","Huyện Châu Thành","33","Kiên Giang"
"10649","Xã Thạnh Lộc","361","Huyện Châu Thành","33","Kiên Giang"
"10650","Thị Trấn Giồng Riềng","362","Huyện Giồng Riềng","33","Kiên Giang"
"10651","Xã Thạnh Hưng","362","Huyện Giồng Riềng","33","Kiên Giang"
"10652","Xã Thạnh Phước","362","Huyện Giồng Riềng","33","Kiên Giang"
"10653","Xã Thạnh Lộc","362","Huyện Giồng Riềng","33","Kiên Giang"
"10654","Xã Thạnh Hòa","362","Huyện Giồng Riềng","33","Kiên Giang"
"10655","Xã Thạnh Bình","362","Huyện Giồng Riềng","33","Kiên Giang"
"10656","Xã Bàn Thạch","362","Huyện Giồng Riềng","33","Kiên Giang"
"10657","Xã Bàn Tân Định","362","Huyện Giồng Riềng","33","Kiên Giang"
"10658","Xã Ngọc Thành","362","Huyện Giồng Riềng","33","Kiên Giang"
"10659","Xã Ngọc Chúc","362","Huyện Giồng Riềng","33","Kiên Giang"
"10660","Xã Ngọc Thuận","362","Huyện Giồng Riềng","33","Kiên Giang"
"10661","Xã Hòa Hưng","362","Huyện Giồng Riềng","33","Kiên Giang"
"10662","Xã Hòa Lợi","362","Huyện Giồng Riềng","33","Kiên Giang"
"10663","Xã Hòa An","362","Huyện Giồng Riềng","33","Kiên Giang"
"10664","Xã Long Thạnh","362","Huyện Giồng Riềng","33","Kiên Giang"
"10665","Xã Vĩnh Thạnh","362","Huyện Giồng Riềng","33","Kiên Giang"
"10666","Xã Vĩnh Phú","362","Huyện Giồng Riềng","33","Kiên Giang"
"10667","Xã Hòa Thuận","362","Huyện Giồng Riềng","33","Kiên Giang"
"10668","Xã Ngọc Hòa","362","Huyện Giồng Riềng","33","Kiên Giang"
"10669","Thị trấn Gò Quao","363","Huyện Gò Quao","33","Kiên Giang"
"10670","Xã Vĩnh Hòa Hưng Bắc","363","Huyện Gò Quao","33","Kiên Giang"
"10671","Xã Định Hòa","363","Huyện Gò Quao","33","Kiên Giang"
"10672","Xã Thới Quản","363","Huyện Gò Quao","33","Kiên Giang"
"10673","Xã Định An","363","Huyện Gò Quao","33","Kiên Giang"
"10674","Xã Thủy Liễu","363","Huyện Gò Quao","33","Kiên Giang"
"10675","Xã Vĩnh Hòa Hưng Nam","363","Huyện Gò Quao","33","Kiên Giang"
"10676","Xã Vĩnh Phước A","363","Huyện Gò Quao","33","Kiên Giang"
"10677","Xã Vĩnh Phước B","363","Huyện Gò Quao","33","Kiên Giang"
"10678","Xã Vĩnh Tuy","363","Huyện Gò Quao","33","Kiên Giang"
"10679","Xã Vĩnh Thắng","363","Huyện Gò Quao","33","Kiên Giang"
"10680","Thị trấn Thứ Ba","359","Huyện An Biên","33","Kiên Giang"
"10681","Xã Tây Yên","359","Huyện An Biên","33","Kiên Giang"
"10682","Xã Tây Yên A","359","Huyện An Biên","33","Kiên Giang"
"10683","Xã Nam Yên","359","Huyện An Biên","33","Kiên Giang"
"10684","Xã Hưng Yên","359","Huyện An Biên","33","Kiên Giang"
"10685","Xã Nam Thái","359","Huyện An Biên","33","Kiên Giang"
"10686","Xã Nam Thái A","359","Huyện An Biên","33","Kiên Giang"
"10687","Xã Đông Thái","359","Huyện An Biên","33","Kiên Giang"
"10688","Xã Đông Yên","359","Huyện An Biên","33","Kiên Giang"
"10689","Xã Thạnh Yên","370","Huyện U Minh Thượng","33","Kiên Giang"
"10690","Xã Thạnh Yên A","370","Huyện U Minh Thượng","33","Kiên Giang"
"10691","Thị trấn Thứ Mười Một","360","Huyện An Minh","33","Kiên Giang"
"10692","Xã Thuận Hòa","360","Huyện An Minh","33","Kiên Giang"
"10693","Xã Đông Hòa","360","Huyện An Minh","33","Kiên Giang"
"10694","Xã An Minh Bắc","370","Huyện U Minh Thượng","33","Kiên Giang"
"10695","Xã Đông Thạnh","360","Huyện An Minh","33","Kiên Giang"
"10696","Xã Tân Thạnh","360","Huyện An Minh","33","Kiên Giang"
"10697","Xã Đông Hưng","360","Huyện An Minh","33","Kiên Giang"
"10698","Xã Đông Hưng A","360","Huyện An Minh","33","Kiên Giang"
"10699","Xã Đông Hưng B","360","Huyện An Minh","33","Kiên Giang"
"10700","Xã Vân Khánh","360","Huyện An Minh","33","Kiên Giang"
"10701","Xã Vân Khánh Đông","360","Huyện An Minh","33","Kiên Giang"
"10702","Xã Vân Khánh Tây","360","Huyện An Minh","33","Kiên Giang"
"10703","Thị trấn Vĩnh Thuận","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10704","Xã Vĩnh Hòa","370","Huyện U Minh Thượng","33","Kiên Giang"
"10705","Xã Hòa Chánh","370","Huyện U Minh Thượng","33","Kiên Giang"
"10706","Xã Vĩnh Bình Bắc","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10707","Xã Vĩnh Bình Nam","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10708","Xã Bình Minh","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10709","Xã Minh Thuận","370","Huyện U Minh Thượng","33","Kiên Giang"
"10710","Xã Vĩnh Thuận","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10711","Xã Tân Thuận","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10712","Xã Phong Đông","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10713","Xã Vĩnh Phong","369","Huyện Vĩnh Thuận","33","Kiên Giang"
"10714","Phường Dương Đông","367","Thành phố Phú Quốc","33","Kiên Giang"
"10715","Thị trấn An Thới","367","Thành phố Phú Quốc","33","Kiên Giang"
"10716","Xã Cửa Cạn","367","Thành phố Phú Quốc","33","Kiên Giang"
"10717","Xã Gành Dầu","367","Thành phố Phú Quốc","33","Kiên Giang"
"10718","Xã Cửa Dương","367","Thành phố Phú Quốc","33","Kiên Giang"
"10719","Xã Hàm Ninh","367","Thành phố Phú Quốc","33","Kiên Giang"
"10720","Xã Dương Tơ","367","Thành phố Phú Quốc","33","Kiên Giang"
"10721","Xã Hòn Thơm","367","Thành phố Phú Quốc","33","Kiên Giang"
"10722","Xã Bãi Thơm","367","Thành phố Phú Quốc","33","Kiên Giang"
"10723","Xã Thổ Châu","367","Thành phố Phú Quốc","33","Kiên Giang"
"10724","Xã Hòn Tre","365","Huyện Kiên Hải","33","Kiên Giang"
"10725","Xã Lại Sơn","365","Huyện Kiên Hải","33","Kiên Giang"
"10726","Xã An Sơn","365","Huyện Kiên Hải","33","Kiên Giang"
"10727","Xã Nam Du","365","Huyện Kiên Hải","33","Kiên Giang"
"10728","Phường Cái Khế","174","Quận Ninh Kiều","16","Cần Thơ"
"10729","Phường An Hòa","174","Quận Ninh Kiều","16","Cần Thơ"
"10730","Phường Thới Bình","174","Quận Ninh Kiều","16","Cần Thơ"
"10731","Phường An Nghiệp","174","Quận Ninh Kiều","16","Cần Thơ"
"10732","Phường An Cư","174","Quận Ninh Kiều","16","Cần Thơ"
"10733","Phường An Hội","174","Quận Ninh Kiều","16","Cần Thơ"
"10734","Phường Tân An","174","Quận Ninh Kiều","16","Cần Thơ"
"10735","Phường An Lạc","174","Quận Ninh Kiều","16","Cần Thơ"
"10736","Phường An Phú","174","Quận Ninh Kiều","16","Cần Thơ"
"10737","Phường Xuân Khánh","174","Quận Ninh Kiều","16","Cần Thơ"
"10738","Phường Hưng Lợi","174","Quận Ninh Kiều","16","Cần Thơ"
"10739","Phường An Khánh","174","Quận Ninh Kiều","16","Cần Thơ"
"10740","Phường An Bình","174","Quận Ninh Kiều","16","Cần Thơ"
"10741","Phường Châu Văn Liêm","177","Quận Ô Môn","16","Cần Thơ"
"10742","Phường Thới Hòa","177","Quận Ô Môn","16","Cần Thơ"
"10743","Phường Thới Long","177","Quận Ô Môn","16","Cần Thơ"
"10744","Phường Long Hưng","177","Quận Ô Môn","16","Cần Thơ"
"10745","Phường Thới An","177","Quận Ô Môn","16","Cần Thơ"
"10746","Phường Phước Thới","177","Quận Ô Môn","16","Cần Thơ"
"10747","Phường Trường Lạc","177","Quận Ô Môn","16","Cần Thơ"
"10748","Phường Bình Thủy","175","Quận Bình Thủy","16","Cần Thơ"
"10749","Phường Trà An","175","Quận Bình Thủy","16","Cần Thơ"
"10750","Phường Trà Nóc","175","Quận Bình Thủy","16","Cần Thơ"
"10751","Phường Thới An Đông","175","Quận Bình Thủy","16","Cần Thơ"
"10752","Phường An Thới","175","Quận Bình Thủy","16","Cần Thơ"
"10753","Phường Bùi Hữu Nghĩa","175","Quận Bình Thủy","16","Cần Thơ"
"10754","Phường Long Hòa","175","Quận Bình Thủy","16","Cần Thơ"
"10755","Phường Long Tuyền","175","Quận Bình Thủy","16","Cần Thơ"
"10756","Phường Lê Bình","176","Quận Cái Răng","16","Cần Thơ"
"10757","Phường Hưng Phú","176","Quận Cái Răng","16","Cần Thơ"
"10758","Phường Hưng Thạnh","176","Quận Cái Răng","16","Cần Thơ"
"10759","Phường Ba Láng","176","Quận Cái Răng","16","Cần Thơ"
"10760","Phường Thường Thạnh","176","Quận Cái Răng","16","Cần Thơ"
"10761","Phường Phú Thứ","176","Quận Cái Răng","16","Cần Thơ"
"10762","Phường Tân Phú","176","Quận Cái Răng","16","Cần Thơ"
"10763","Phường Thốt Nốt","178","Quận Thốt Nốt","16","Cần Thơ"
"10764","Phường Thới Thuận","178","Quận Thốt Nốt","16","Cần Thơ"
"10765","Xã Vĩnh Bình","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10766","Phường Thuận An","178","Quận Thốt Nốt","16","Cần Thơ"
"10767","Phường Tân Lộc","178","Quận Thốt Nốt","16","Cần Thơ"
"10768","Phường Trung Nhứt","178","Quận Thốt Nốt","16","Cần Thơ"
"10769","Phường Thạnh Hòa","178","Quận Thốt Nốt","16","Cần Thơ"
"10770","Phường Trung Kiên","178","Quận Thốt Nốt","16","Cần Thơ"
"10771","Xã Trung An","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10772","Xã Trung Thạnh","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10773","Phường Tân Hưng","178","Quận Thốt Nốt","16","Cần Thơ"
"10774","Phường Thuận Hưng","178","Quận Thốt Nốt","16","Cần Thơ"
"10775","Thị trấn Thanh An","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10776","Thị trấn Vĩnh Thạnh","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10777","Xã Thạnh Mỹ","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10778","Xã Vĩnh Trinh","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10779","Xã Thạnh An","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10780","Xã Thạnh Tiến","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10781","Xã Thạnh Thắng","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10782","Xã Thạnh Lợi","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10783","Xã Thạnh Qưới","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10784","Xã Thạnh Phú","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10785","Xã Thạnh Lộc","183","Huyện Vĩnh Thạnh","16","Cần Thơ"
"10786","Xã Trung Hưng","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10787","Thị trấn Thới Lai","182","Huyện Thới Lai","16","Cần Thơ"
"10788","Thị trấn Cờ Đỏ","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10789","Xã Thới Hưng","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10790","Xã Thới Thạnh","182","Huyện Thới Lai","16","Cần Thơ"
"10791","Xã Tân Thạnh","182","Huyện Thới Lai","16","Cần Thơ"
"10792","Xã Xuân Thắng","182","Huyện Thới Lai","16","Cần Thơ"
"10793","Xã Đông Hiệp","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10794","Xã Đông Thắng","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10795","Xã Thới Đông","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10796","Xã Thới Xuân","181","Huyện Cờ Đỏ","16","Cần Thơ"
"10797","Xã Đông Bình","182","Huyện Thới Lai","16","Cần Thơ"
"10798","Xã Đông Thuận","182","Huyện Thới Lai","16","Cần Thơ"
"10799","Xã Thới Tân","182","Huyện Thới Lai","16","Cần Thơ"
"10800","Xã Trường Thắng","182","Huyện Thới Lai","16","Cần Thơ"
"10801","Xã Định Môn","182","Huyện Thới Lai","16","Cần Thơ"
"10802","Xã Trường Thành","182","Huyện Thới Lai","16","Cần Thơ"
"10803","Xã Trường Xuân","182","Huyện Thới Lai","16","Cần Thơ"
"10804","Xã Trường Xuân A","182","Huyện Thới Lai","16","Cần Thơ"
"10805","Xã Trường Xuân B","182","Huyện Thới Lai","16","Cần Thơ"
"10806","Thị trấn Phong Điền","180","Huyện Phong Điền","16","Cần Thơ"
"10807","Xã Nhơn Ái","180","Huyện Phong Điền","16","Cần Thơ"
"10808","Xã Giai Xuân","180","Huyện Phong Điền","16","Cần Thơ"
"10809","Xã Tân Thới","180","Huyện Phong Điền","16","Cần Thơ"
"10810","Xã Trường Long","180","Huyện Phong Điền","16","Cần Thơ"
"10811","Xã Mỹ Khánh","180","Huyện Phong Điền","16","Cần Thơ"
"10812","Xã Nhơn Nghĩa","180","Huyện Phong Điền","16","Cần Thơ"
"10813","Phường 1","320","Thành phố Vị Thanh","29","Hậu Giang"
"10814","Phường 3","320","Thành phố Vị Thanh","29","Hậu Giang"
"10815","Phường 4","320","Thành phố Vị Thanh","29","Hậu Giang"
"10816","Phường 5","320","Thành phố Vị Thanh","29","Hậu Giang"
"10817","Phường 7","320","Thành phố Vị Thanh","29","Hậu Giang"
"10818","Xã Vị Tân","320","Thành phố Vị Thanh","29","Hậu Giang"
"10819","Xã Hỏa Lựu","320","Thành phố Vị Thanh","29","Hậu Giang"
"10820","Xã Tân Tiến","320","Thành phố Vị Thanh","29","Hậu Giang"
"10821","Xã Hỏa Tiến","320","Thành phố Vị Thanh","29","Hậu Giang"
"10822","Phường Ngã Bảy","321","Thành phố Ngã Bảy","29","Hậu Giang"
"10823","Phường Lái Hiếu","321","Thành phố Ngã Bảy","29","Hậu Giang"
"10824","Thị trấn Một Ngàn","323","Huyện Châu Thành A","29","Hậu Giang"
"10825","Phường Hiệp Thành","321","Thành phố Ngã Bảy","29","Hậu Giang"
"10826","Phường Hiệp Lợi","321","Thành phố Ngã Bảy","29","Hậu Giang"
"10827","Xã Tân Hòa","323","Huyện Châu Thành A","29","Hậu Giang"
"10828","Thị trấn Bảy Ngàn","323","Huyện Châu Thành A","29","Hậu Giang"
"10829","Xã Trường Long Tây","323","Huyện Châu Thành A","29","Hậu Giang"
"10830","Xã Trường Long A","323","Huyện Châu Thành A","29","Hậu Giang"
"10831","Xã Nhơn Nghĩa A","323","Huyện Châu Thành A","29","Hậu Giang"
"10832","Thị trấn Rạch Gòi","323","Huyện Châu Thành A","29","Hậu Giang"
"10833","Xã Thạnh Xuân","323","Huyện Châu Thành A","29","Hậu Giang"
"10834","Thị trấn Cái Tắc","323","Huyện Châu Thành A","29","Hậu Giang"
"10835","Xã Tân Phú Thạnh","323","Huyện Châu Thành A","29","Hậu Giang"
"10836","Thị Trấn Ngã Sáu","322","Huyện Châu Thành","29","Hậu Giang"
"10837","Xã Đông Thạnh","322","Huyện Châu Thành","29","Hậu Giang"
"10838","Xã Phú An","322","Huyện Châu Thành","29","Hậu Giang"
"10839","Xã Đông Phú","322","Huyện Châu Thành","29","Hậu Giang"
"10840","Xã Phú Hữu","322","Huyện Châu Thành","29","Hậu Giang"
"10841","Xã Phú Tân","322","Huyện Châu Thành","29","Hậu Giang"
"10842","Thị trấn Mái Dầm","322","Huyện Châu Thành","29","Hậu Giang"
"10843","Xã Đông Phước","322","Huyện Châu Thành","29","Hậu Giang"
"10844","Xã Đông Phước A","322","Huyện Châu Thành","29","Hậu Giang"
"10845","Thị trấn Kinh Cùng","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10846","Thị trấn Cây Dương","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10847","Xã Tân Bình","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10848","Xã Bình Thành","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10849","Xã Thạnh Hòa","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10850","Xã Long Thạnh","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10851","Xã Đại Thành","321","Thành phố Ngã Bảy","29","Hậu Giang"
"10852","Xã Tân Thành","321","Thành phố Ngã Bảy","29","Hậu Giang"
"10853","Xã Phụng Hiệp","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10854","Xã Hòa Mỹ","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10855","Xã Hòa An","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10856","Xã Phương Bình","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10857","Xã Hiệp Hưng","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10858","Xã Tân Phước Hưng","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10859","Thị trấn Búng Tàu","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10860","Xã Phương Phú","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10861","Xã Tân Long","325","Huyện Phụng Hiệp","29","Hậu Giang"
"10862","Thị trấn Nàng Mau","326","Huyện Vị Thủy","29","Hậu Giang"
"10863","Xã Vị Trung","326","Huyện Vị Thủy","29","Hậu Giang"
"10864","Xã Vị Thủy","326","Huyện Vị Thủy","29","Hậu Giang"
"10865","Xã Vị Thắng","326","Huyện Vị Thủy","29","Hậu Giang"
"10866","Xã Vĩnh Thuận Tây","326","Huyện Vị Thủy","29","Hậu Giang"
"10867","Xã Vĩnh Trung","326","Huyện Vị Thủy","29","Hậu Giang"
"10868","Xã Vĩnh Tường","326","Huyện Vị Thủy","29","Hậu Giang"
"10869","Xã Vị Đông","326","Huyện Vị Thủy","29","Hậu Giang"
"10870","Xã Vị Thanh","326","Huyện Vị Thủy","29","Hậu Giang"
"10871","Xã Vị Bình","326","Huyện Vị Thủy","29","Hậu Giang"
"10872","Phường Thuận An","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10873","Phường Trà Lồng","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10874","Phường Bình Thạnh","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10875","Xã Long Bình","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10876","Phường Vĩnh Tường","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10877","Xã Long Trị","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10878","Xã Long Trị A","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10879","Xã Long Phú","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10880","Xã Tân Phú","706","Thị Xã Long Mỹ","29","Hậu Giang"
"10881","Xã Thuận Hưng","324","Huyện Long Mỹ","29","Hậu Giang"
"10882","Xã Thuận Hòa","324","Huyện Long Mỹ","29","Hậu Giang"
"10883","Xã Vĩnh Thuận Đông","324","Huyện Long Mỹ","29","Hậu Giang"
"10884","Thị trấn Vĩnh Viễn","324","Huyện Long Mỹ","29","Hậu Giang"
"10885","Xã Vĩnh Viễn A","324","Huyện Long Mỹ","29","Hậu Giang"
"10886","Xã Lương Tâm","324","Huyện Long Mỹ","29","Hậu Giang"
"10887","Xã Lương Nghĩa","324","Huyện Long Mỹ","29","Hậu Giang"
"10888","Xã Xà Phiên","324","Huyện Long Mỹ","29","Hậu Giang"
"10889","Phường 5","554","Thành phố Sóc Trăng","51","Sóc Trăng"
"10890","Phường 7","554","Thành phố Sóc Trăng","51","Sóc Trăng"
"10891","Phường 8","554","Thành phố Sóc Trăng","51","Sóc Trăng"
"10892","Phường 6","554","Thành phố Sóc Trăng","51","Sóc Trăng"
"10893","Phường 2","554","Thành phố Sóc Trăng","51","Sóc Trăng"
